xflr5 v6.61

Plane name :        AeroSail 30m 0deg flap UPDATED
Polar name :        T1-10.0 m/s-LLT
Freestream speed :  10.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
  -10.000     0.000  -0.940853   0.023417   0.007896   0.031314   0.000000   0.000000   0.228853  -0.000000  -0.000000   10.0000     1.0368
   -9.900     0.000  -0.930570   0.022910   0.007828   0.030738   0.000000   0.000000   0.226090  -0.000000  -0.000000   10.0000     1.0360
   -9.800     0.000  -0.920078   0.022396   0.007762   0.030158   0.000000   0.000000   0.223219   0.000000   0.000000   10.0000     1.0348
   -9.700     0.000  -0.909647   0.021898   0.007702   0.029600   0.000000   0.000000   0.220389   0.000000   0.000000   10.0000     1.0336
   -9.600     0.000  -0.899222   0.021415   0.007644   0.029059   0.000000   0.000000   0.217581   0.000000   0.000000   10.0000     1.0326
   -9.500     0.000  -0.888813   0.020937   0.007586   0.028522   0.000000   0.000000   0.214777   0.000000   0.000000   10.0000     1.0315
   -9.400     0.000  -0.878430   0.020457   0.007532   0.027989   0.000000   0.000000   0.211980   0.000000   0.000000   10.0000     1.0304
   -9.300     0.000  -0.868051   0.019985   0.007481   0.027466   0.000000   0.000000   0.209192   0.000000  -0.000000   10.0000     1.0293
   -9.200     0.000  -0.857808   0.019524   0.007434   0.026958   0.000000   0.000000   0.206477   0.000000   0.000000   10.0000     1.0282
   -9.100     0.000  -0.847534   0.019065   0.007386   0.026451   0.000000   0.000000   0.203747   0.000000  -0.000000   10.0000     1.0272
   -9.000     0.000  -0.837251   0.018612   0.007338   0.025950   0.000000   0.000000   0.201011   0.000000   0.000000   10.0000     1.0261
   -8.900     0.000  -0.826965   0.018164   0.007290   0.025454   0.000000   0.000000   0.198274   0.000000   0.000000   10.0000     1.0250
   -8.800     0.000  -0.816541   0.017715   0.007246   0.024961   0.000000   0.000000   0.195471   0.000000   0.000000   10.0000     1.0236
   -8.700     0.000  -0.806205   0.017278   0.007205   0.024483   0.000000   0.000000   0.192714   0.000000   0.000000   10.0000     1.0224
   -8.600     0.000  -0.795972   0.016867   0.007169   0.024036   0.000000   0.000000   0.190036   0.000000  -0.000000   10.0000     1.0215
   -8.500     0.000  -0.785727   0.016447   0.007135   0.023582   0.000000   0.000000   0.187328   0.000000   0.000000   10.0000     1.0204
   -8.400     0.000  -0.775384   0.016029   0.007102   0.023132   0.000000   0.000000   0.184575   0.000000   0.000000   10.0000     1.0191
