xflr5 v6.61

Plane name :        AeroSail 30m 15deg flap UPDATED
Polar name :        T1-10.0 m/s-LLT
Freestream speed :  10.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
  -10.000     0.000   0.104470   0.000279   0.006765   0.007043   0.000000   0.000000  -0.171670   0.000000   0.000000   10.0000     8.3809
   -9.900     0.000   0.114067   0.000333   0.006749   0.007082   0.000000   0.000000  -0.174085   0.000000  -0.000000   10.0000     7.5324
   -9.800     0.000   0.123682   0.000393   0.006744   0.007136   0.000000  -0.000000  -0.176504   0.000000  -0.000000   10.0000     7.0005
   -9.700     0.000   0.133304   0.000457   0.006743   0.007200   0.000000  -0.000000  -0.178925   0.000000   0.000000   10.0000     6.5887
   -9.600     0.000   0.142928   0.000527   0.006744   0.007270   0.000000   0.000000  -0.181347   0.000000  -0.000000   10.0000     6.2151
   -9.500     0.000   0.152551   0.000601   0.006745   0.007346   0.000000  -0.000000  -0.183768   0.000000   0.000000   10.0000     5.8488
   -9.400     0.000   0.162176   0.000680   0.006746   0.007427   0.000000   0.000000  -0.186190   0.000000   0.000000   10.0000     5.5001
   -9.300     0.000   0.171814   0.000764   0.006738   0.007503   0.000000  -0.000000  -0.188614   0.000000   0.000000   10.0000     5.1878
   -9.200     0.000   0.181474   0.000854   0.006713   0.007566   0.000000  -0.000000  -0.191042   0.000000   0.000000   10.0000     4.9627
   -9.100     0.000   0.191140   0.000948   0.006681   0.007629   0.000000  -0.000000  -0.193471   0.000000   0.000000   10.0000     4.7726
   -9.000     0.000   0.200810   0.001047   0.006648   0.007695   0.000000  -0.000000  -0.195901   0.000000   0.000000   10.0000     4.5999
   -8.900     0.000   0.210480   0.001151   0.006613   0.007764   0.000000  -0.000000  -0.198331   0.000000  -0.000000   10.0000     4.4306
   -8.800     0.000   0.220152   0.001260   0.006578   0.007839   0.000000  -0.000000  -0.200760   0.000000  -0.000000   10.0000     4.2632
   -8.700     0.000   0.229852   0.001375   0.006538   0.007912   0.000000  -0.000000  -0.203198   0.000000   0.000000   10.0000     4.1326
   -8.600     0.000   0.239563   0.001494   0.006495   0.007990   0.000000  -0.000000  -0.205639   0.000000   0.000000   10.0000     4.0155
   -8.500     0.000   0.249279   0.001619   0.006452   0.008071   0.000000  -0.000000  -0.208081   0.000000   0.000000   10.0000     3.9047
   -8.400     0.000   0.258995   0.001748   0.006409   0.008157   0.000000  -0.000000  -0.210523   0.000000  -0.000000   10.0000     3.7954
   -8.300     0.000   0.268715   0.001883   0.006366   0.008248   0.000000  -0.000000  -0.212966   0.000000   0.000000   10.0000     3.6895
   -8.200     0.000   0.278387   0.002022   0.006329   0.008351   0.000000  -0.000000  -0.215388   0.000000   0.000000   10.0000     3.5911
   -8.100     0.000   0.287978   0.002165   0.006306   0.008471   0.000000  -0.000000  -0.217773   0.000000   0.000000   10.0000     3.5087
   -8.000     0.000   0.297550   0.002313   0.006285   0.008598   0.000000  -0.000000  -0.220149   0.000000   0.000000   10.0000     3.4323
   -7.900     0.000   0.307103   0.002466   0.006268   0.008734   0.000000  -0.000000  -0.222515   0.000000   0.000000   10.0000     3.3597
   -7.800     0.000   0.316657   0.002623   0.006252   0.008874   0.000000  -0.000000  -0.224882   0.000000   0.000000   10.0000     3.2870
