xflr5 v6.61

Plane name :        AeroSail 30m 17deg flap UPDATED
Polar name :        T1-10.0 m/s-LLT
Freestream speed :  10.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
  -10.000     0.000   0.242558   0.001531   0.007069   0.008600   0.000000  -0.000000  -0.224209   0.000000  -0.000000   10.0000     4.3493
   -9.900     0.000   0.252266   0.001658   0.007035   0.008693   0.000000  -0.000000  -0.226664   0.000000   0.000000   10.0000     4.2185
   -9.800     0.000   0.261975   0.001789   0.007002   0.008791   0.000000  -0.000000  -0.229119   0.000000   0.000000   10.0000     4.0908
   -9.700     0.000   0.271672   0.001924   0.006966   0.008890   0.000000  -0.000000  -0.231568   0.000000   0.000000   10.0000     3.9757
   -9.600     0.000   0.281356   0.002065   0.006925   0.008990   0.000000  -0.000000  -0.234009   0.000000  -0.000000   10.0000     3.8778
   -9.500     0.000   0.291036   0.002211   0.006883   0.009094   0.000000  -0.000000  -0.236448   0.000000   0.000000   10.0000     3.7871
   -9.400     0.000   0.300713   0.002361   0.006840   0.009202   0.000000   0.000000  -0.238885   0.000000   0.000000   10.0000     3.6997
   -9.300     0.000   0.310390   0.002517   0.006797   0.009314   0.000000  -0.000000  -0.241322   0.000000   0.000000   10.0000     3.6146
   -9.200     0.000   0.320065   0.002677   0.006754   0.009431   0.000000  -0.000000  -0.243757   0.000000   0.000000   10.0000     3.5341
   -9.100     0.000   0.329743   0.002843   0.006714   0.009556   0.000000  -0.000000  -0.246191   0.000000   0.000000   10.0000     3.4636
   -9.000     0.000   0.339423   0.003013   0.006675   0.009688   0.000000  -0.000000  -0.248625   0.000000   0.000000   10.0000     3.3970
   -8.900     0.000   0.349103   0.003188   0.006637   0.009825   0.000000  -0.000000  -0.251058   0.000000   0.000000   10.0000     3.3321
   -8.800     0.000   0.358782   0.003369   0.006599   0.009968   0.000000   0.000000  -0.253491   0.000000   0.000000   10.0000     3.2713
   -8.700     0.000   0.368461   0.003554   0.006561   0.010115   0.000000  -0.000000  -0.255923   0.000000   0.000000   10.0000     3.2116
   -8.600     0.000   0.378095   0.003744   0.006529   0.010273   0.000000  -0.000000  -0.258333   0.000000   0.000000   10.0000     3.1568
   -8.500     0.000   0.387675   0.003937   0.006503   0.010441   0.000000  -0.000000  -0.260717   0.000000   0.000000   10.0000     3.1070
   -8.400     0.000   0.397233   0.004136   0.006480   0.010616   0.000000  -0.000000  -0.263089   0.000000   0.000000   10.0000     3.0591
   -8.300     0.000   0.406784   0.004339   0.006458   0.010796   0.000000  -0.000000  -0.265458   0.000000   0.000000   10.0000     3.0118
   -8.200     0.000   0.416321   0.004546   0.006437   0.010983   0.000000  -0.000000  -0.267820   0.000000   0.000000   10.0000     2.9656
   -8.100     0.000   0.425783   0.004757   0.006419   0.011176   0.000000  -0.000000  -0.270148   0.000000   0.000000   10.0000     2.9210
   -8.000     0.000   0.434830   0.004968   0.006414   0.011382   0.000000  -0.000000  -0.272285   0.000000  -0.000000   10.0000     2.8811
   -7.900     0.000   0.443715   0.005179   0.006415   0.011594   0.000000  -0.000000  -0.274345   0.000000   0.000000   10.0000     2.8436
   -7.800     0.000   0.452456   0.005394   0.006419   0.011813   0.000000  -0.000000  -0.276344   0.000000   0.000000   10.0000     2.8080
   -7.700     0.000   0.461228   0.005609   0.006424   0.012033   0.000000  -0.000000  -0.278344   0.000000  -0.000000   10.0000     2.7730
   -7.600     0.000   0.469897   0.005827   0.006432   0.012259   0.000000  -0.000000  -0.280299   0.000000   0.000000   10.0000     2.7390
   -7.500     0.000   0.477173   0.006033   0.006510   0.012543   0.000000  -0.000000  -0.281639   0.000000   0.000000   10.0000     2.7085
   -7.400     0.000   0.483536   0.006223   0.006640   0.012863   0.000000  -0.000000  -0.282560   0.000000  -0.000000   10.0000     2.6804
   -7.300     0.000   0.489451   0.006405   0.006793   0.013198   0.000000  -0.000000  -0.283274   0.000000  -0.000000   10.0000     2.6540
   -7.200     0.000   0.495028   0.006580   0.006965   0.013545   0.000000  -0.000000  -0.283826   0.000000   0.000000   10.0000     2.6285
   -7.100     0.000   0.500608   0.006754   0.007139   0.013893   0.000000  -0.000000  -0.284373   0.000000   0.000000   10.0000     2.6029
   -7.000     0.000   0.506632   0.006930   0.007288   0.014218   0.000000  -0.000000  -0.285106   0.000000  -0.000000   10.0000     2.5778
   -6.900     0.000   0.513403   0.007121   0.007396   0.014516   0.000000  -0.000000  -0.286173   0.000000   0.000000   10.0000     2.5529
   -6.800     0.000   0.520513   0.007323   0.007483   0.014806   0.000000  -0.000000  -0.287395   0.000000   0.000000   10.0000     2.5281
   -6.700     0.000   0.527836   0.007533   0.007558   0.015091   0.000000  -0.000000  -0.288711   0.000000  -0.000000   10.0000     2.5033
   -6.600     0.000   0.534979   0.007738   0.007642   0.015380   0.000000  -0.000000  -0.289943   0.000000   0.000000   10.0000     2.4791
   -6.500     0.000   0.542321   0.007948   0.007716   0.015664   0.000000  -0.000000  -0.291257   0.000000  -0.000000   10.0000     2.4556
   -6.400     0.000   0.549791   0.008165   0.007782   0.015947   0.000000  -0.000000  -0.292631   0.000000  -0.000000   10.0000     2.4331
   -6.300     0.000   0.557302   0.008387   0.007846   0.016233   0.000000  -0.000000  -0.294024   0.000000   0.000000   10.0000     2.4110
   -6.200     0.000   0.564958   0.008617   0.007901   0.016519   0.000000  -0.000000  -0.295486   0.000000  -0.000000   10.0000     2.3892
   -6.100     0.000   0.572832   0.008864   0.007941   0.016805   0.000000  -0.000000  -0.297057   0.000000   0.000000   10.0000     2.3677
   -6.000     0.000   0.580736   0.009113   0.007980   0.017093   0.000000  -0.000000  -0.298640   0.000000  -0.000000   10.0000     2.3465
   -5.900     0.000   0.588540   0.009367   0.008015   0.017382   0.000000  -0.000000  -0.300181   0.000000  -0.000000   10.0000     2.3267
   -5.800     0.000   0.596077   0.009610   0.008063   0.017674   0.000000  -0.000000  -0.301590   0.000000   0.000000   10.0000     2.3076
   -5.700     0.000   0.603616   0.009844   0.008116   0.017960   0.000000  -0.000000  -0.302973   0.000000   0.000000   10.0000     2.2887
   -5.600     0.000   0.611081   0.010086   0.008167   0.018253   0.000000  -0.000000  -0.304337   0.000000   0.000000   10.0000     2.2702
   -5.500     0.000   0.618597   0.010329   0.008217   0.018546   0.000000  -0.000000  -0.305717   0.000000   0.000000   10.0000     2.2518
   -5.400     0.000   0.625953   0.010574   0.008267   0.018841   0.000000  -0.000000  -0.307025   0.000000   0.000000   10.0000     2.2341
   -5.300     0.000   0.633323   0.010837   0.008301   0.019139   0.000000  -0.000000  -0.308357   0.000000  -0.000000   10.0000     2.2172
   -5.200     0.000   0.640660   0.011099   0.008336   0.019435   0.000000  -0.000000  -0.309666   0.000000  -0.000000   10.0000     2.2006
   -5.100     0.000   0.647952   0.011362   0.008371   0.019733   0.000000  -0.000000  -0.310951   0.000000  -0.000000   10.0000     2.1841
   -5.000     0.000   0.655223   0.011627   0.008406   0.020032   0.000000  -0.000000  -0.312224   0.000000  -0.000000   10.0000     2.1677
   -4.900     0.000   0.662421   0.011892   0.008439   0.020331   0.000000  -0.000000  -0.313461   0.000000  -0.000000   10.0000     2.1516
   -4.800     0.000   0.669390   0.012154   0.008471   0.020625   0.000000  -0.000000  -0.314583   0.000000   0.000000   10.0000     2.1364
   -4.700     0.000   0.676301   0.012414   0.008501   0.020915   0.000000  -0.000000  -0.315669   0.000000   0.000000   10.0000     2.1214
   -4.600     0.000   0.683173   0.012681   0.008529   0.021210   0.000000  -0.000000  -0.316745   0.000000  -0.000000   10.0000     2.1067
   -4.500     0.000   0.690001   0.012947   0.008557   0.021504   0.000000  -0.000000  -0.317796  -0.000000  -0.000000   10.0000     2.0920
   -4.400     0.000   0.696810   0.013216   0.008586   0.021801   0.000000  -0.000000  -0.318837   0.000000  -0.000000   10.0000     2.0774
   -4.300     0.000   0.703378   0.013478   0.008622   0.022100   0.000000  -0.000000  -0.319764   0.000000  -0.000000   10.0000     2.0634
   -4.200     0.000   0.709763   0.013742   0.008661   0.022402   0.000000  -0.000000  -0.320614   0.000000  -0.000000   10.0000     2.0499
   -4.100     0.000   0.716116   0.014005   0.008701   0.022706   0.000000  -0.000000  -0.321446   0.000000  -0.000000   10.0000     2.0364
   -4.000     0.000   0.722405   0.014267   0.008744   0.023012   0.000000  -0.000000  -0.322248  -0.000000  -0.000000   10.0000     2.0231
   -3.900     0.000   0.728549   0.014525   0.008796   0.023321   0.000000  -0.000000  -0.322979   0.000000   0.000000   10.0000     2.0100
   -3.800     0.000   0.734961   0.014782   0.008848   0.023629   0.000000  -0.000000  -0.323821   0.000000   0.000000   10.0000     1.9971
   -3.700     0.000   0.741458   0.015042   0.008899   0.023941   0.000000  -0.000000  -0.324705   0.000000   0.000000   10.0000     1.9846
   -3.600     0.000   0.748008   0.015306   0.008950   0.024257   0.000000  -0.000000  -0.325615   0.000000   0.000000   10.0000     1.9723
   -3.500     0.000   0.754617   0.015575   0.009001   0.024576   0.000000  -0.000000  -0.326553   0.000000   0.000000   10.0000     1.9601
   -3.400     0.000   0.761302   0.015846   0.009051   0.024897   0.000000  -0.000000  -0.327523   0.000000   0.000000   10.0000     1.9479
   -3.300     0.000   0.767957   0.016126   0.009097   0.025223   0.000000  -0.000000  -0.328491   0.000000   0.000000   10.0000     1.9361
   -3.200     0.000   0.774413   0.016406   0.009148   0.025554   0.000000  -0.000000  -0.329378   0.000000   0.000000   10.0000     1.9246
   -3.100     0.000   0.780794   0.016687   0.009202   0.025889   0.000000  -0.000000  -0.330235   0.000000   0.000000   10.0000     1.9135
   -3.000     0.000   0.787144   0.016968   0.009258   0.026226   0.000000  -0.000000  -0.331077   0.000000   0.000000   10.0000     1.9024
   -2.900     0.000   0.793406   0.017249   0.009316   0.026565   0.000000  -0.000000  -0.331881  -0.000000  -0.000000   10.0000     1.8914
   -2.800     0.000   0.799642   0.017532   0.009375   0.026906   0.000000  -0.000000  -0.332674   0.000000   0.000000   10.0000     1.8804
   -2.700     0.000   0.805823   0.017815   0.009436   0.027250   0.000000  -0.000000  -0.333447   0.000000   0.000000   10.0000     1.8697
   -2.600     0.000   0.811940   0.018101   0.009498   0.027599   0.000000  -0.000000  -0.334199   0.000000   0.000000   10.0000     1.8592
   -2.500     0.000   0.818051   0.018386   0.009561   0.027947   0.000000  -0.000000  -0.334948   0.000000   0.000000   10.0000     1.8490
   -2.400     0.000   0.824159   0.018674   0.009624   0.028298   0.000000  -0.000000  -0.335695   0.000000  -0.000000   10.0000     1.8389
   -2.300     0.000   0.830260   0.018964   0.009687   0.028651   0.000000  -0.000000  -0.336441   0.000000   0.000000   10.0000     1.8289
   -2.200     0.000   0.836441   0.019258   0.009751   0.029008   0.000000  -0.000000  -0.337227   0.000000  -0.000000   10.0000     1.8192
   -2.100     0.000   0.842655   0.019555   0.009814   0.029369   0.000000  -0.000000  -0.338032   0.000000  -0.000000   10.0000     1.8095
   -2.000     0.000   0.848868   0.019853   0.009878   0.029732   0.000000  -0.000000  -0.338840   0.000000  -0.000000   10.0000     1.8001
   -1.900     0.000   0.855004   0.020149   0.009945   0.030094   0.000000  -0.000000  -0.339612   0.000000  -0.000000   10.0000     1.7907
   -1.800     0.000   0.861162   0.020446   0.010013   0.030459   0.000000  -0.000000  -0.340395   0.000000   0.000000   10.0000     1.7815
   -1.700     0.000   0.866986   0.020738   0.010096   0.030833   0.000000  -0.000000  -0.341048   0.000000  -0.000000   10.0000     1.7724
   -1.600     0.000   0.872535   0.021024   0.010190   0.031214   0.000000  -0.000000  -0.341593   0.000000   0.000000   10.0000     1.7635
   -1.500     0.000   0.877917   0.021305   0.010293   0.031599   0.000000  -0.000000  -0.342072   0.000000  -0.000000   10.0000     1.7547
