xflr5 v6.61

Plane name :        AeroSail 30m 16deg flap UPDATED
Polar name :        T1-10.0 m/s-LLT
Freestream speed :  10.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
  -10.000     0.000   0.173201   0.000776   0.007077   0.007854   0.000000  -0.000000  -0.197864   0.000000   0.000000   10.0000     5.4701
   -9.900     0.000   0.182907   0.000867   0.007043   0.007909   0.000000  -0.000000  -0.200320   0.000000  -0.000000   10.0000     5.2101
   -9.800     0.000   0.192615   0.000962   0.007008   0.007970   0.000000  -0.000000  -0.202776   0.000000   0.000000   10.0000     4.9728
   -9.700     0.000   0.202329   0.001062   0.006971   0.008034   0.000000  -0.000000  -0.205229   0.000000   0.000000   10.0000     4.7895
   -9.600     0.000   0.212044   0.001168   0.006934   0.008102   0.000000  -0.000000  -0.207682   0.000000   0.000000   10.0000     4.6225
   -9.500     0.000   0.221759   0.001278   0.006897   0.008175   0.000000  -0.000000  -0.210135   0.000000  -0.000000   10.0000     4.4608
   -9.400     0.000   0.231476   0.001394   0.006859   0.008253   0.000000  -0.000000  -0.212587   0.000000   0.000000   10.0000     4.3090
   -9.300     0.000   0.241193   0.001514   0.006821   0.008336   0.000000  -0.000000  -0.215040   0.000000   0.000000   10.0000     4.1622
   -9.200     0.000   0.250893   0.001639   0.006780   0.008420   0.000000  -0.000000  -0.217483   0.000000  -0.000000   10.0000     4.0406
   -9.100     0.000   0.260581   0.001770   0.006736   0.008506   0.000000  -0.000000  -0.219919   0.000000   0.000000   10.0000     3.9375
   -9.000     0.000   0.270265   0.001905   0.006691   0.008596   0.000000  -0.000000  -0.222353   0.000000   0.000000   10.0000     3.8398
   -8.900     0.000   0.279948   0.002045   0.006646   0.008691   0.000000  -0.000000  -0.224786   0.000000   0.000000   10.0000     3.7439
   -8.800     0.000   0.289628   0.002190   0.006601   0.008790   0.000000  -0.000000  -0.227217   0.000000  -0.000000   10.0000     3.6507
   -8.700     0.000   0.299313   0.002339   0.006556   0.008896   0.000000  -0.000000  -0.229650   0.000000  -0.000000   10.0000     3.5622
   -8.600     0.000   0.309018   0.002494   0.006516   0.009011   0.000000  -0.000000  -0.232090   0.000000   0.000000   10.0000     3.4846
   -8.500     0.000   0.318730   0.002655   0.006478   0.009133   0.000000  -0.000000  -0.234532   0.000000   0.000000   10.0000     3.4119
   -8.400     0.000   0.328444   0.002820   0.006441   0.009260   0.000000  -0.000000  -0.236974   0.000000  -0.000000   10.0000     3.3449
   -8.300     0.000   0.338159   0.002990   0.006403   0.009393   0.000000  -0.000000  -0.239416   0.000000   0.000000   10.0000     3.2791
   -8.200     0.000   0.347875   0.003165   0.006366   0.009531   0.000000  -0.000000  -0.241859   0.000000   0.000000   10.0000     3.2140
   -8.100     0.000   0.357466   0.003344   0.006340   0.009684   0.000000  -0.000000  -0.244245   0.000000   0.000000   10.0000     3.1566
   -8.000     0.000   0.366975   0.003527   0.006320   0.009846   0.000000  -0.000000  -0.246594   0.000000  -0.000000   10.0000     3.1033
   -7.900     0.000   0.376450   0.003713   0.006303   0.010016   0.000000  -0.000000  -0.248926   0.000000   0.000000   10.0000     3.0518
   -7.800     0.000   0.385903   0.003904   0.006288   0.010192   0.000000  -0.000000  -0.251248   0.000000   0.000000   10.0000     3.0014
   -7.700     0.000   0.395345   0.004100   0.006274   0.010374   0.000000  -0.000000  -0.253565   0.000000   0.000000   10.0000     2.9529
   -7.600     0.000   0.404073   0.004293   0.006294   0.010587   0.000000  -0.000000  -0.255567   0.000000   0.000000   10.0000     2.9083
   -7.500     0.000   0.411158   0.004468   0.006396   0.010864   0.000000  -0.000000  -0.256823   0.000000   0.000000   10.0000     2.8719
   -7.400     0.000   0.417705   0.004634   0.006527   0.011161   0.000000  -0.000000  -0.257826   0.000000   0.000000   10.0000     2.8374
   -7.300     0.000   0.423858   0.004795   0.006678   0.011473   0.000000  -0.000000  -0.258649   0.000000  -0.000000   10.0000     2.8043
   -7.200     0.000   0.429898   0.004952   0.006838   0.011790   0.000000   0.000000  -0.259405   0.000000  -0.000000   10.0000     2.7714
   -7.100     0.000   0.435888   0.005107   0.007000   0.012107   0.000000  -0.000000  -0.260134   0.000000   0.000000   10.0000     2.7394
   -7.000     0.000   0.442872   0.005277   0.007106   0.012384   0.000000  -0.000000  -0.261305   0.000000  -0.000000   10.0000     2.7075
   -6.900     0.000   0.450198   0.005457   0.007193   0.012651   0.000000  -0.000000  -0.262633   0.000000   0.000000   10.0000     2.6762
   -6.800     0.000   0.457504   0.005633   0.007283   0.012916   0.000000  -0.000000  -0.263936   0.000000   0.000000   10.0000     2.6457
   -6.700     0.000   0.464854   0.005815   0.007367   0.013183   0.000000  -0.000000  -0.265266   0.000000   0.000000   10.0000     2.6156
   -6.600     0.000   0.472375   0.006003   0.007443   0.013446   0.000000  -0.000000  -0.266670   0.000000   0.000000   10.0000     2.5856
   -6.500     0.000   0.480043   0.006198   0.007511   0.013709   0.000000  -0.000000  -0.268143   0.000000   0.000000   10.0000     2.5575
   -6.400     0.000   0.487781   0.006401   0.007573   0.013974   0.000000  -0.000000  -0.269655   0.000000   0.000000   10.0000     2.5304
   -6.300     0.000   0.495835   0.006619   0.007616   0.014235   0.000000  -0.000000  -0.271317   0.000000   0.000000   10.0000     2.5039
   -6.200     0.000   0.503901   0.006842   0.007658   0.014500   0.000000  -0.000000  -0.272987   0.000000  -0.000000   10.0000     2.4776
   -6.100     0.000   0.511767   0.007057   0.007713   0.014770   0.000000  -0.000000  -0.274554   0.000000  -0.000000   10.0000     2.4520
   -6.000     0.000   0.519681   0.007269   0.007767   0.015037   0.000000  -0.000000  -0.276124  -0.000000  -0.000000   10.0000     2.4273
   -5.900     0.000   0.527565   0.007487   0.007819   0.015305   0.000000  -0.000000  -0.277684   0.000000   0.000000   10.0000     2.4039
   -5.800     0.000   0.535441   0.007708   0.007869   0.015576   0.000000  -0.000000  -0.279241   0.000000   0.000000   10.0000     2.3810
   -5.700     0.000   0.543324   0.007935   0.007915   0.015851   0.000000  -0.000000  -0.280808   0.000000   0.000000   10.0000     2.3588
   -5.600     0.000   0.551391   0.008171   0.007952   0.016123   0.000000  -0.000000  -0.282456   0.000000  -0.000000   10.0000     2.3368
   -5.500     0.000   0.559445   0.008415   0.007985   0.016401   0.000000  -0.000000  -0.284108   0.000000  -0.000000   10.0000     2.3156
   -5.400     0.000   0.567488   0.008661   0.008017   0.016679   0.000000  -0.000000  -0.285751   0.000000   0.000000   10.0000     2.2955
   -5.300     0.000   0.575523   0.008911   0.008049   0.016959   0.000000  -0.000000  -0.287389   0.000000   0.000000   10.0000     2.2759
   -5.200     0.000   0.583553   0.009163   0.008080   0.017243   0.000000  -0.000000  -0.289023   0.000000  -0.000000   10.0000     2.2566
   -5.100     0.000   0.591579   0.009419   0.008110   0.017528   0.000000  -0.000000  -0.290655   0.000000   0.000000   10.0000     2.2376
   -5.000     0.000   0.599635   0.009677   0.008139   0.017816   0.000000  -0.000000  -0.292295   0.000000   0.000000   10.0000     2.2188
   -4.900     0.000   0.607609   0.009941   0.008167   0.018109   0.000000   0.000000  -0.293906   0.000000   0.000000   10.0000     2.2011
   -4.800     0.000   0.615555   0.010208   0.008196   0.018404   0.000000  -0.000000  -0.295499   0.000000  -0.000000   10.0000     2.1839
   -4.700     0.000   0.623489   0.010477   0.008225   0.018702   0.000000   0.000000  -0.297085   0.000000  -0.000000   10.0000     2.1669
   -4.600     0.000   0.631322   0.010756   0.008255   0.019011   0.000000  -0.000000  -0.298641   0.000000   0.000000   10.0000     2.1503
   -4.500     0.000   0.639167   0.011014   0.008295   0.019309   0.000000  -0.000000  -0.300154   0.000000   0.000000   10.0000     2.1337
   -4.400     0.000   0.646812   0.011279   0.008334   0.019613   0.000000  -0.000000  -0.301589   0.000000   0.000000   10.0000     2.1175
   -4.300     0.000   0.654144   0.011541   0.008372   0.019913   0.000000  -0.000000  -0.302873   0.000000   0.000000   10.0000     2.1022
   -4.200     0.000   0.661314   0.011800   0.008411   0.020211   0.000000  -0.000000  -0.304078   0.000000   0.000000   10.0000     2.0873
   -4.100     0.000   0.668443   0.012060   0.008449   0.020509   0.000000  -0.000000  -0.305262   0.000000   0.000000   10.0000     2.0725
   -4.000     0.000   0.675532   0.012314   0.008487   0.020802   0.000000  -0.000000  -0.306409   0.000000   0.000000   10.0000     2.0577
   -3.900     0.000   0.682625   0.012584   0.008518   0.021103   0.000000  -0.000000  -0.307583  -0.000000  -0.000000   10.0000     2.0433
   -3.800     0.000   0.689614   0.012854   0.008547   0.021401   0.000000  -0.000000  -0.308707   0.000000   0.000000   10.0000     2.0295
   -3.700     0.000   0.696508   0.013123   0.008575   0.021698   0.000000  -0.000000  -0.309784   0.000000  -0.000000   10.0000     2.0161
   -3.600     0.000   0.703376   0.013396   0.008603   0.021999   0.000000  -0.000000  -0.310853   0.000000  -0.000000   10.0000     2.0027
   -3.500     0.000   0.710254   0.013667   0.008630   0.022297   0.000000  -0.000000  -0.311917   0.000000  -0.000000   10.0000     1.9896
   -3.400     0.000   0.717101   0.013944   0.008656   0.022600   0.000000  -0.000000  -0.312974   0.000000   0.000000   10.0000     1.9765
   -3.300     0.000   0.723997   0.014221   0.008688   0.022909   0.000000  -0.000000  -0.314048   0.000000   0.000000   10.0000     1.9637
   -3.200     0.000   0.730790   0.014497   0.008723   0.023220   0.000000  -0.000000  -0.315076   0.000000   0.000000   10.0000     1.9513
   -3.100     0.000   0.737591   0.014776   0.008758   0.023535   0.000000  -0.000000  -0.316109   0.000000   0.000000   10.0000     1.9392
   -3.000     0.000   0.744400   0.015059   0.008795   0.023854   0.000000  -0.000000  -0.317148  -0.000000  -0.000000   10.0000     1.9272
   -2.900     0.000   0.751213   0.015344   0.008833   0.024177   0.000000  -0.000000  -0.318188   0.000000  -0.000000   10.0000     1.9153
   -2.800     0.000   0.757909   0.015629   0.008874   0.024504   0.000000  -0.000000  -0.319177  -0.000000  -0.000000   10.0000     1.9036
   -2.700     0.000   0.764445   0.015914   0.008921   0.024834   0.000000  -0.000000  -0.320096   0.000000  -0.000000   10.0000     1.8922
   -2.600     0.000   0.770886   0.016197   0.008971   0.025168   0.000000  -0.000000  -0.320974  -0.000000  -0.000000   10.0000     1.8811
   -2.500     0.000   0.777323   0.016482   0.009021   0.025503   0.000000  -0.000000  -0.321849  -0.000000  -0.000000   10.0000     1.8701
   -2.400     0.000   0.783676   0.016767   0.009074   0.025841   0.000000  -0.000000  -0.322687  -0.000000  -0.000000   10.0000     1.8592
   -2.300     0.000   0.790126   0.017056   0.009125   0.026181   0.000000  -0.000000  -0.323569  -0.000000  -0.000000   10.0000     1.8484
   -2.200     0.000   0.796814   0.017355   0.009171   0.026526   0.000000  -0.000000  -0.324568   0.000000   0.000000   10.0000     1.8380
   -2.100     0.000   0.803546   0.017654   0.009216   0.026869   0.000000  -0.000000  -0.325581  -0.000000  -0.000000   10.0000     1.8279
   -2.000     0.000   0.810300   0.017954   0.009262   0.027216   0.000000  -0.000000  -0.326605   0.000000   0.000000   10.0000     1.8179
   -1.900     0.000   0.817161   0.018258   0.009306   0.027565   0.000000  -0.000000  -0.327674   0.000000   0.000000   10.0000     1.8081
   -1.800     0.000   0.824012   0.018570   0.009350   0.027920   0.000000  -0.000000  -0.328750   0.000000   0.000000   10.0000     1.7983
   -1.700     0.000   0.830645   0.018879   0.009400   0.028279   0.000000  -0.000000  -0.329729   0.000000   0.000000   10.0000     1.7887
   -1.600     0.000   0.837215   0.019188   0.009453   0.028641   0.000000  -0.000000  -0.330681   0.000000   0.000000   10.0000     1.7793
   -1.500     0.000   0.843765   0.019495   0.009507   0.029002   0.000000  -0.000000  -0.331622   0.000000  -0.000000   10.0000     1.7700
   -1.400     0.000   0.850252   0.019804   0.009562   0.029366   0.000000  -0.000000  -0.332537   0.000000   0.000000   10.0000     1.7608
   -1.300     0.000   0.856650   0.020112   0.009620   0.029732   0.000000  -0.000000  -0.333414   0.000000   0.000000   10.0000     1.7517
   -1.200     0.000   0.862852   0.020418   0.009684   0.030101   0.000000  -0.000000  -0.334210   0.000000  -0.000000   10.0000     1.7427
   -1.100     0.000   0.868890   0.020721   0.009752   0.030473   0.000000  -0.000000  -0.334939   0.000000   0.000000   10.0000     1.7339
   -1.000     0.000   0.874775   0.021024   0.009824   0.030847   0.000000  -0.000000  -0.335606   0.000000   0.000000   10.0000     1.7251
   -0.900     0.000   0.880665   0.021327   0.009896   0.031223   0.000000  -0.000000  -0.336275   0.000000   0.000000   10.0000     1.7164
   -0.800     0.000   0.886507   0.021631   0.009972   0.031603   0.000000  -0.000000  -0.336926   0.000000  -0.000000   10.0000     1.7079
   -0.700     0.000   0.892392   0.021936   0.010049   0.031986   0.000000   0.000000  -0.337600   0.000000  -0.000000   10.0000     1.6995
   -0.600     0.000   0.898402   0.022247   0.010127   0.032374   0.000000  -0.000000  -0.338334   0.000000   0.000000   10.0000     1.6913
   -0.500     0.000   0.904469   0.022563   0.010205   0.032767   0.000000  -0.000000  -0.339098   0.000000  -0.000000   10.0000     1.6832
   -0.400     0.000   0.910484   0.022877   0.010285   0.033162   0.000000  -0.000000  -0.339840   0.000000  -0.000000   10.0000     1.6752
   -0.300     0.000   0.916478   0.023192   0.010366   0.033558   0.000000  -0.000000  -0.340575   0.000000   0.000000   10.0000     1.6673
