xflr5 v6.61

Plane name :        AeroSail 30m 11deg flap UPDATED
Polar name :        T1-10.0 m/s-LLT
Freestream speed :  10.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
  -10.000     0.000  -0.172977   0.000809   0.006622   0.007430   0.000000  -0.000000  -0.065821   0.000000  -0.000000   10.0000    -2.0022
   -9.900     0.000  -0.163336   0.000722   0.006599   0.007320   0.000000   0.000000  -0.068242   0.000000   0.000000   10.0000    -2.1835
   -9.800     0.000  -0.153698   0.000640   0.006575   0.007215   0.000000  -0.000000  -0.070662   0.000000  -0.000000   10.0000    -2.3757
   -9.700     0.000  -0.144065   0.000563   0.006550   0.007114   0.000000  -0.000000  -0.073079   0.000000  -0.000000   10.0000    -2.5857
   -9.600     0.000  -0.134457   0.000492   0.006523   0.007015   0.000000   0.000000  -0.075485   0.000000  -0.000000   10.0000    -2.8919
   -9.500     0.000  -0.124871   0.000425   0.006493   0.006918   0.000000   0.000000  -0.077881   0.000000  -0.000000   10.0000    -3.2774
   -9.400     0.000  -0.115285   0.000363   0.006463   0.006826   0.000000   0.000000  -0.080278   0.000000  -0.000000   10.0000    -3.6630
   -9.300     0.000  -0.105696   0.000306   0.006434   0.006740   0.000000   0.000000  -0.082675   0.000000   0.000000   10.0000    -4.0764
   -9.200     0.000  -0.096104   0.000254   0.006405   0.006659   0.000000   0.000000  -0.085074   0.000000   0.000000   10.0000    -4.5267
   -9.100     0.000  -0.086501   0.000206   0.006379   0.006585   0.000000   0.000000  -0.087476   0.000000   0.000000   10.0000    -5.1030
   -9.000     0.000  -0.076853   0.000164   0.006361   0.006524   0.000000   0.000000  -0.089892   0.000000   0.000000   10.0000    -6.2705
   -8.900     0.000  -0.067201   0.000126   0.006343   0.006469   0.000000   0.000000  -0.092310   0.000000   0.000000   10.0000    -7.5053
   -8.800     0.000  -0.057549   0.000093   0.006326   0.006419   0.000000  -0.000000  -0.094728   0.000000  -0.000000   10.0000    -8.7400
   -8.700     0.000  -0.047899   0.000065   0.006309   0.006374   0.000000   0.000000  -0.097146   0.000000   0.000000   10.0000    -9.8866
   -8.600     0.000  -0.038251   0.000042   0.006292   0.006334   0.000000  -0.000000  -0.099561   0.000000  -0.000000   10.0000   -10.8179
   -8.500     0.000  -0.028648   0.000025   0.006276   0.006300   0.000000   0.000000  -0.101955   0.000000   0.000000   10.0000    -8.3346
   -8.400     0.000  -0.019094   0.000012   0.006260   0.006272   0.000000  -0.000000  -0.104326   0.000000  -0.000000   10.0000    -2.1347
   -8.300     0.000  -0.009538   0.000003   0.006245   0.006249   0.000000   0.000000  -0.106697   0.000000   0.000000   10.0000     4.0661
   -8.200     0.000   0.000019  -0.000000   0.006230   0.006230   0.000000   0.000000  -0.109068   0.000000   0.000000   10.0000    10.6983
   -8.100     0.000   0.009576   0.000001   0.006215   0.006216   0.000000   0.000000  -0.111440   0.000000  -0.000000   10.0000    16.4708
   -8.000     0.000   0.019132   0.000008   0.006200   0.006208   0.000000  -0.000000  -0.113811   0.000000   0.000000   10.0000    22.6720
   -7.900     0.000   0.028792   0.000019   0.006178   0.006198   0.000000  -0.000000  -0.116227   0.000000   0.000000   10.0000    22.0898
   -7.800     0.000   0.038483   0.000035   0.006155   0.006190   0.000000   0.000000  -0.118658   0.000000  -0.000000   10.0000    19.3440
   -7.700     0.000   0.048174   0.000057   0.006132   0.006188   0.000000  -0.000000  -0.121089   0.000000   0.000000   10.0000    16.5008
   -7.600     0.000   0.057864   0.000083   0.006108   0.006191   0.000000  -0.000000  -0.123520   0.000000   0.000000   10.0000    13.6576
   -7.500     0.000   0.067555   0.000114   0.006085   0.006199   0.000000  -0.000000  -0.125951   0.000000  -0.000000   10.0000    10.7846
   -7.400     0.000   0.077222   0.000150   0.006065   0.006215   0.000000  -0.000000  -0.128371   0.000000  -0.000000   10.0000     8.4037
   -7.300     0.000   0.086818   0.000191   0.006057   0.006248   0.000000  -0.000000  -0.130755   0.000000   0.000000   10.0000     7.5356
   -7.200     0.000   0.096404   0.000237   0.006051   0.006287   0.000000  -0.000000  -0.133134   0.000000   0.000000   10.0000     6.9040
   -7.100     0.000   0.105985   0.000287   0.006046   0.006333   0.000000  -0.000000  -0.135509   0.000000   0.000000   10.0000     6.3865
   -7.000     0.000   0.115567   0.000342   0.006041   0.006383   0.000000  -0.000000  -0.137885   0.000000  -0.000000   10.0000     5.8705
   -6.900     0.000   0.125149   0.000402   0.006037   0.006439   0.000000  -0.000000  -0.140261   0.000000  -0.000000   10.0000     5.3686
   -6.800     0.000   0.133167   0.000462   0.006118   0.006579   0.000000  -0.000000  -0.141942   0.000000  -0.000000   10.0000     5.0679
   -6.700     0.000   0.140411   0.000519   0.006246   0.006765   0.000000  -0.000000  -0.143262   0.000000   0.000000   10.0000     4.8498
   -6.600     0.000   0.147453   0.000576   0.006390   0.006966   0.000000  -0.000000  -0.144479   0.000000   0.000000   10.0000     4.6529
   -6.500     0.000   0.154459   0.000635   0.006540   0.007174   0.000000  -0.000000  -0.145662   0.000000  -0.000000   10.0000     4.4626
   -6.400     0.000   0.161333   0.000697   0.006693   0.007389   0.000000  -0.000000  -0.146804   0.000000   0.000000   10.0000     4.2792
   -6.300     0.000   0.168759   0.000762   0.006816   0.007578   0.000000  -0.000000  -0.148172   0.000000   0.000000   10.0000     4.1145
   -6.200     0.000   0.177055   0.000835   0.006884   0.007719   0.000000  -0.000000  -0.149926   0.000000   0.000000   10.0000     3.9691
   -6.100     0.000   0.185526   0.000915   0.006938   0.007853   0.000000  -0.000000  -0.151769   0.000000   0.000000   10.0000     3.8294
